unit_id,time,month,region,urban,treated,post,treatment,consumption,treat_time_0,treat_time_1,treat_time_2,treat_time_3,treat_time_5,treat_time_6,treat_time_7,treat_time_8,treat_time_9,treat_time_10,treat_time_11
7,10,2020-11,부산,0,0,1,0,65.40510610484012,0,0,0,0,0,0,0,0,0,0,0
7,11,2020-12,부산,0,0,1,0,95.87934637648591,0,0,0,0,0,0,0,0,0,0,0
8,0,2020-01,서울,1,1,0,0,95.51379182719381,1,0,0,0,0,0,0,0,0,0,0
8,1,2020-02,서울,1,1,0,0,110.92267250831884,0,1,0,0,0,0,0,0,0,0,0
8,2,2020-03,서울,1,1,0,0,107.04597684155463,0,0,1,0,0,0,0,0,0,0,0
8,3,2020-04,서울,1,1,0,0,94.18227536989085,0,0,0,1,0,0,0,0,0,0,0
8,4,2020-05,서울,1,1,0,0,117.66496890875423,0,0,0,0,0,0,0,0,0,0,0
8,5,2020-06,서울,1,1,1,1,111.26228864130863,0,0,0,0,1,0,0,0,0,0,0
8,6,2020-07,서울,1,1,1,1,124.20130762784952,0,0,0,0,0,1,0,0,0,0,0
8,7,2020-08,서울,1,1,1,1,100.73964408898243,0,0,0,0,0,0,1,0,0,0,0
8,8,2020-09,서울,1,1,1,1,116.6152864544562,0,0,0,0,0,0,0,1,0,0,0
8,9,2020-10,서울,1,1,1,1,128.03805715164793,0,0,0,0,0,0,0,0,1,0,0
8,10,2020-11,서울,1,1,1,1,115.59727511471793,0,0,0,0,0,0,0,0,0,1,0
8,11,2020-12,서울,1,1,1,1,152.41636651829037,0,0,0,0,0,0,0,0,0,0,1
9,0,2020-01,서울,1,1,0,0,110.58265624623573,1,0,0,0,0,0,0,0,0,0,0
9,1,2020-02,서울,1,1,0,0,106.79757261103393,0,1,0,0,0,0,0,0,0,0,0
9,2,2020-03,서울,1,1,0,0,87.65696329742799,0,0,1,0,0,0,0,0,0,0,0
9,3,2020-04,서울,1,1,0,0,66.55493287004205,0,0,0,1,0,0,0,0,0,0,0
9,4,2020-05,서울,1,1,0,0,92.11911631725229,0,0,0,0,0,0,0,0,0,0,0
9,5,2020-06,서울,1,1,1,1,98.30052895566985,0,0,0,0,1,0,0,0,0,0,0
9,6,2020-07,서울,1,1,1,1,109.62038487767809,0,0,0,0,0,1,0,0,0,0,0
9,7,2020-08,서울,1,1,1,1,100.8852999459629,0,0,0,0,0,0,1,0,0,0,0
9,8,2020-09,서울,1,1,1,1,96.06083662494412,0,0,0,0,0,0,0,1,0,0,0
9,9,2020-10,서울,1,1,1,1,87.62940415499995,0,0,0,0,0,0,0,0,1,0,0
9,10,2020-11,서울,1,1,1,1,117.20376213747134,0,0,0,0,0,0,0,0,0,1,0
9,11,2020-12,서울,1,1,1,1,120.7995958302766,0,0,0,0,0,0,0,0,0,0,1
10,0,2020-01,기타,0,0,0,0,112.12757817754975,0,0,0,0,0,0,0,0,0,0,0
10,1,2020-02,기타,0,0,0,0,116.03491787572196,0,0,0,0,0,0,0,0,0,0,0
10,2,2020-03,기타,0,0,0,0,96.94044204926078,0,0,0,0,0,0,0,0,0,0,0
10,3,2020-04,기타,0,0,0,0,92.17327929496875,0,0,0,0,0,0,0,0,0,0,0
10,4,2020-05,기타,0,0,0,0,110.78038881940914,0,0,0,0,0,0,0,0,0,0,0
10,5,2020-06,기타,0,0,1,0,114.19177812629123,0,0,0,0,0,0,0,0,0,0,0
10,6,2020-07,기타,0,0,1,0,101.86195851888161,0,0,0,0,0,0,0,0,0,0,0
10,7,2020-08,기타,0,0,1,0,79.59382009136061,0,0,0,0,0,0,0,0,0,0,0
10,8,2020-09,기타,0,0,1,0,111.96271461027942,0,0,0,0,0,0,0,0,0,0,0
10,9,2020-10,기타,0,0,1,0,101.47490546903488,0,0,0,0,0,0,0,0,0,0,0
10,10,2020-11,기타,0,0,1,0,102.33654651692717,0,0,0,0,0,0,0,0,0,0,0
10,11,2020-12,기타,0,0,1,0,89.56595958704256,0,0,0,0,0,0,0,0,0,0,0
11,0,2020-01,경기,1,1,0,0,128.07887563759598,1,0,0,0,0,0,0,0,0,0,0
11,1,2020-02,경기,1,1,0,0,100.95471527185087,0,1,0,0,0,0,0,0,0,0,0
11,2,2020-03,경기,1,1,0,0,83.06791506554507,0,0,1,0,0,0,0,0,0,0,0
11,3,2020-04,경기,1,1,0,0,81.8408151891871,0,0,0,1,0,0,0,0,0,0,0
11,4,2020-05,경기,1,1,0,0,65.6486071432362,0,0,0,0,0,0,0,0,0,0,0
11,5,2020-06,경기,1,1,1,1,106.05292727940332,0,0,0,0,1,0,0,0,0,0,0
11,6,2020-07,경기,1,1,1,1,99.54350981275014,0,0,0,0,0,1,0,0,0,0,0
11,7,2020-08,경기,1,1,1,1,111.90700264382856,0,0,0,0,0,0,1,0,0,0,0
11,8,2020-09,경기,1,1,1,1,95.70413870909996,0,0,0,0,0,0,0,1,0,0,0
11,9,2020-10,경기,1,1,1,1,110.60873893265818,0,0,0,0,0,0,0,0,1,0,0
11,10,2020-11,경기,1,1,1,1,89.16037192265816,0,0,0,0,0,0,0,0,0,1,0
11,11,2020-12,경기,1,1,1,1,115.62537154413482,0,0,0,0,0,0,0,0,0,0,1
12,0,2020-01,경기,1,1,0,0,143.55326168858085,1,0,0,0,0,0,0,0,0,0,0
12,1,2020-02,경기,1,1,0,0,143.53307876869744,0,1,0,0,0,0,0,0,0,0,0
12,2,2020-03,경기,1,1,0,0,132.73397035294164,0,0,1,0,0,0,0,0,0,0,0
12,3,2020-04,경기,1,1,0,0,138.2924115865976,0,0,0,1,0,0,0,0,0,0,0
12,4,2020-05,경기,1,1,0,0,118.74833931737874,0,0,0,0,0,0,0,0,0,0,0
12,5,2020-06,경기,1,1,1,1,160.19275065031002,0,0,0,0,1,0,0,0,0,0,0
12,6,2020-07,경기,1,1,1,1,140.33525196468005,0,0,0,0,0,1,0,0,0,0,0
12,7,2020-08,경기,1,1,1,1,137.71598111550884,0,0,0,0,0,0,1,0,0,0,0
12,8,2020-09,경기,1,1,1,1,155.32470635950816,0,0,0,0,0,0,0,1,0,0,0
12,9,2020-10,경기,1,1,1,1,148.80132293393788,0,0,0,0,0,0,0,0,1,0,0
12,10,2020-11,경기,1,1,1,1,147.7876863796295,0,0,0,0,0,0,0,0,0,1,0
12,11,2020-12,경기,1,1,1,1,162.6132514014178,0,0,0,0,0,0,0,0,0,0,1
13,0,2020-01,경기,1,1,0,0,108.31593420397144,1,0,0,0,0,0,0,0,0,0,0
13,1,2020-02,경기,1,1,0,0,112.47448648604596,0,1,0,0,0,0,0,0,0,0,0
13,2,2020-03,경기,1,1,0,0,91.28061723042066,0,0,1,0,0,0,0,0,0,0,0
13,3,2020-04,경기,1,1,0,0,68.60781114684008,0,0,0,1,0,0,0,0,0,0,0
13,4,2020-05,경기,1,1,0,0,79.86430908538236,0,0,0,0,0,0,0,0,0,0,0
13,5,2020-06,경기,1,1,1,1,127.32193195166842,0,0,0,0,1,0,0,0,0,0,0
13,6,2020-07,경기,1,1,1,1,114.20688311930931,0,0,0,0,0,1,0,0,0,0,0
13,7,2020-08,경기,1,1,1,1,104.98254340525632,0,0,0,0,0,0,1,0,0,0,0
13,8,2020-09,경기,1,1,1,1,97.56881181582874,0,0,0,0,0,0,0,1,0,0,0
13,9,2020-10,경기,1,1,1,1,105.62553293991492,0,0,0,0,0,0,0,0,1,0,0
13,10,2020-11,경기,1,1,1,1,117.60616229839272,0,0,0,0,0,0,0,0,0,1,0
13,11,2020-12,경기,1,1,1,1,111.87407677705919,0,0,0,0,0,0,0,0,0,0,1
14,0,2020-01,기타,0,0,0,0,125.59885815153211,0,0,0,0,0,0,0,0,0,0,0
14,1,2020-02,기타,0,0,0,0,128.23098113366595,0,0,0,0,0,0,0,0,0,0,0
14,2,2020-03,기타,0,0,0,0,106.69145109643041,0,0,0,0,0,0,0,0,0,0,0
14,3,2020-04,기타,0,0,0,0,113.67032962797437,0,0,0,0,0,0,0,0,0,0,0
14,4,2020-05,기타,0,0,0,0,96.53573531367338,0,0,0,0,0,0,0,0,0,0,0
14,5,2020-06,기타,0,0,1,0,96.07503979036574,0,0,0,0,0,0,0,0,0,0,0
14,6,2020-07,기타,0,0,1,0,105.66283879513168,0,0,0,0,0,0,0,0,0,0,0
14,7,2020-08,기타,0,0,1,0,113.27217247328619,0,0,0,0,0,0,0,0,0,0,0
14,8,2020-09,기타,0,0,1,0,93.39232106825045,0,0,0,0,0,0,0,0,0,0,0
14,9,2020-10,기타,0,0,1,0,84.81740965967042,0,0,0,0,0,0,0,0,0,0,0
14,10,2020-11,기타,0,0,1,0,110.74830531349208,0,0,0,0,0,0,0,0,0,0,0
14,11,2020-12,기타,0,0,1,0,100.95802767059692,0,0,0,0,0,0,0,0,0,0,0
15,0,2020-01,경기,1,1,0,0,91.8034025968191,1,0,0,0,0,0,0,0,0,0,0
15,1,2020-02,경기,1,1,0,0,93.97187923824023,0,1,0,0,0,0,0,0,0,0,0
15,2,2020-03,경기,1,1,0,0,79.01572578460998,0,0,1,0,0,0,0,0,0,0,0
15,3,2020-04,경기,1,1,0,0,76.69780985190798,0,0,0,1,0,0,0,0,0,0,0
15,4,2020-05,경기,1,1,0,0,75.16553776362211,0,0,0,0,0,0,0,0,0,0,0
15,5,2020-06,경기,1,1,1,1,105.78979897815519,0,0,0,0,1,0,0,0,0,0,0
15,6,2020-07,경기,1,1,1,1,87.4149541650848,0,0,0,0,0,1,0,0,0,0,0
15,7,2020-08,경기,1,1,1,1,104.45984350174547,0,0,0,0,0,0,1,0,0,0,0
15,8,2020-09,경기,1,1,1,1,92.50925930633674,0,0,0,0,0,0,0,1,0,0,0
15,9,2020-10,경기,1,1,1,1,95.63034206952048,0,0,0,0,0,0,0,0,1,0,0
15,10,2020-11,경기,1,1,1,1,94.54785489150728,0,0,0,0,0,0,0,0,0,1,0
15,11,2020-12,경기,1,1,1,1,99.5053265412985,0,0,0,0,0,0,0,0,0,0,1
16,0,2020-01,서울,1,1,0,0,97.34268512800564,1,0,0,0,0,0,0,0,0,0,0
16,1,2020-02,서울,1,1,0,0,94.65378770204896,0,1,0,0,0,0,0,0,0,0,0
16,2,2020-03,서울,1,1,0,0,98.30935571488894,0,0,1,0,0,0,0,0,0,0,0
16,3,2020-04,서울,1,1,0,0,95.50501966072184,0,0,0,1,0,0,0,0,0,0,0
16,4,2020-05,서울,1,1,0,0,89.91337442043682,0,0,0,0,0,0,0,0,0,0,0
16,5,2020-06,서울,1,1,1,1,117.78046168198938,0,0,0,0,1,0,0,0,0,0,0
16,6,2020-07,서울,1,1,1,1,98.77589004392279,0,0,0,0,0,1,0,0,0,0,0
16,7,2020-08,서울,1,1,1,1,117.11777444988093,0,0,0,0,0,0,1,0,0,0,0
16,8,2020-09,서울,1,1,1,1,106.06104890618113,0,0,0,0,0,0,0,1,0,0,0
16,9,2020-10,서울,1,1,1,1,101.69686368659653,0,0,0,0,0,0,0,0,1,0,0
16,10,2020-11,서울,1,1,1,1,107.41921461528655,0,0,0,0,0,0,0,0,0,1,0
16,11,2020-12,서울,1,1,1,1,98.39464914389288,0,0,0,0,0,0,0,0,0,0,1
17,0,2020-01,서울,1,1,0,0,96.58183627841089,1,0,0,0,0,0,0,0,0,0,0
17,1,2020-02,서울,1,1,0,0,95.49085871194335,0,1,0,0,0,0,0,0,0,0,0
17,2,2020-03,서울,1,1,0,0,75.39583369124502,0,0,1,0,0,0,0,0,0,0,0
17,3,2020-04,서울,1,1,0,0,96.91565526873394,0,0,0,1,0,0,0,0,0,0,0
17,4,2020-05,서울,1,1,0,0,82.89524602217004,0,0,0,0,0,0,0,0,0,0,0
17,5,2020-06,서울,1,1,1,1,101.770158697113,0,0,0,0,1,0,0,0,0,0,0
17,6,2020-07,서울,1,1,1,1,117.67505791895272,0,0,0,0,0,1,0,0,0,0,0
17,7,2020-08,서울,1,1,1,1,100.36796611720601,0,0,0,0,0,0,1,0,0,0,0
17,8,2020-09,서울,1,1,1,1,102.75215269543473,0,0,0,0,0,0,0,1,0,0,0
17,9,2020-10,서울,1,1,1,1,102.7242387850558,0,0,0,0,0,0,0,0,1,0,0
17,10,2020-11,서울,1,1,1,1,113.64560107719967,0,0,0,0,0,0,0,0,0,1,0
17,11,2020-12,서울,1,1,1,1,111.49718122168079,0,0,0,0,0,0,0,0,0,0,1
18,0,2020-01,대구,0,0,0,0,89.81292773962528,0,0,0,0,0,0,0,0,0,0,0
18,1,2020-02,대구,0,0,0,0,103.73361613627989,0,0,0,0,0,0,0,0,0,0,0
18,2,2020-03,대구,0,0,0,0,75.52503591809604,0,0,0,0,0,0,0,0,0,0,0
18,3,2020-04,대구,0,0,0,0,63.69497033611853,0,0,0,0,0,0,0,0,0,0,0
18,4,2020-05,대구,0,0,0,0,85.9568886739626,0,0,0,0,0,0,0,0,0,0,0
18,5,2020-06,대구,0,0,1,0,88.45823925149776,0,0,0,0,0,0,0,0,0,0,0
18,6,2020-07,대구,0,0,1,0,88.04412443088489,0,0,0,0,0,0,0,0,0,0,0
18,7,2020-08,대구,0,0,1,0,70.66724403338563,0,0,0,0,0,0,0,0,0,0,0
18,8,2020-09,대구,0,0,1,0,87.09059421464595,0,0,0,0,0,0,0,0,0,0,0
18,9,2020-10,대구,0,0,1,0,72.71228433246549,0,0,0,0,0,0,0,0,0,0,0
18,10,2020-11,대구,0,0,1,0,73.2724555561039,0,0,0,0,0,0,0,0,0,0,0
18,11,2020-12,대구,0,0,1,0,75.9395247667286,0,0,0,0,0,0,0,0,0,0,0
19,0,2020-01,서울,1,1,0,0,81.11970455254047,1,0,0,0,0,0,0,0,0,0,0
19,1,2020-02,서울,1,1,0,0,94.84985756280315,0,1,0,0,0,0,0,0,0,0,0
19,2,2020-03,서울,1,1,0,0,60.480903859380945,0,0,1,0,0,0,0,0,0,0,0
19,3,2020-04,서울,1,1,0,0,75.49341082632087,0,0,0,1,0,0,0,0,0,0,0
19,4,2020-05,서울,1,1,0,0,77.78904749769632,0,0,0,0,0,0,0,0,0,0,0
19,5,2020-06,서울,1,1,1,1,123.7059933116561,0,0,0,0,1,0,0,0,0,0,0
19,6,2020-07,서울,1,1,1,1,90.31540006055506,0,0,0,0,0,1,0,0,0,0,0
19,7,2020-08,서울,1,1,1,1,85.03965918665769,0,0,0,0,0,0,1,0,0,0,0
19,8,2020-09,서울,1,1,1,1,80.83047454259895,0,0,0,0,0,0,0,1,0,0,0
19,9,2020-10,서울,1,1,1,1,88.39009119001742,0,0,0,0,0,0,0,0,1,0,0
19,10,2020-11,서울,1,1,1,1,85.87161888461962,0,0,0,0,0,0,0,0,0,1,0
19,11,2020-12,서울,1,1,1,1,99.88517368556663,0,0,0,0,0,0,0,0,0,0,1
20,0,2020-01,경기,1,1,0,0,119.1192627772184,1,0,0,0,0,0,0,0,0,0,0
20,1,2020-02,경기,1,1,0,0,111.56513685381326,0,1,0,0,0,0,0,0,0,0,0
20,2,2020-03,경기,1,1,0,0,104.63352672597401,0,0,1,0,0,0,0,0,0,0,0
20,3,2020-04,경기,1,1,0,0,86.70184497524635,0,0,0,1,0,0,0,0,0,0,0
20,4,2020-05,경기,1,1,0,0,100.55226988192348,0,0,0,0,0,0,0,0,0,0,0
20,5,2020-06,경기,1,1,1,1,109.71876173451855,0,0,0,0,1,0,0,0,0,0,0
20,6,2020-07,경기,1,1,1,1,125.616116457925,0,0,0,0,0,1,0,0,0,0,0
20,7,2020-08,경기,1,1,1,1,105.74556843005386,0,0,0,0,0,0,1,0,0,0,0
20,8,2020-09,경기,1,1,1,1,124.23914379839667,0,0,0,0,0,0,0,1,0,0,0
20,9,2020-10,경기,1,1,1,1,96.61801589612422,0,0,0,0,0,0,0,0,1,0,0
20,10,2020-11,경기,1,1,1,1,104.41319970040043,0,0,0,0,0,0,0,0,0,1,0
20,11,2020-12,경기,1,1,1,1,120.77908477072324,0,0,0,0,0,0,0,0,0,0,1
21,0,2020-01,기타,0,0,0,0,106.76339318408573,0,0,0,0,0,0,0,0,0,0,0
21,1,2020-02,기타,0,0,0,0,98.86144208657542,0,0,0,0,0,0,0,0,0,0,0
21,2,2020-03,기타,0,0,0,0,84.04727823017781,0,0,0,0,0,0,0,0,0,0,0
21,3,2020-04,기타,0,0,0,0,92.16846424440067,0,0,0,0,0,0,0,0,0,0,0
21,4,2020-05,기타,0,0,0,0,103.67337060732639,0,0,0,0,0,0,0,0,0,0,0
21,5,2020-06,기타,0,0,1,0,76.72952261213989,0,0,0,0,0,0,0,0,0,0,0
21,6,2020-07,기타,0,0,1,0,77.46994194181698,0,0,0,0,0,0,0,0,0,0,0
21,7,2020-08,기타,0,0,1,0,72.39009729551202,0,0,0,0,0,0,0,0,0,0,0
21,8,2020-09,기타,0,0,1,0,68.7303899960516,0,0,0,0,0,0,0,0,0,0,0
21,9,2020-10,기타,0,0,1,0,77.69044239632028,0,0,0,0,0,0,0,0,0,0,0
21,10,2020-11,기타,0,0,1,0,89.67583338474158,0,0,0,0,0,0,0,0,0,0,0
21,11,2020-12,기타,0,0,1,0,87.70478804414587,0,0,0,0,0,0,0,0,0,0,0
22,0,2020-01,서울,1,1,0,0,85.0562381265978,1,0,0,0,0,0,0,0,0,0,0
22,1,2020-02,서울,1,1,0,0,110.13830844628906,0,1,0,0,0,0,0,0,0,0,0
22,2,2020-03,서울,1,1,0,0,72.38249245990148,0,0,1,0,0,0,0,0,0,0,0
22,3,2020-04,서울,1,1,0,0,71.06059680470895,0,0,0,1,0,0,0,0,0,0,0
22,4,2020-05,서울,1,1,0,0,85.58119258062116,0,0,0,0,0,0,0,0,0,0,0
22,5,2020-06,서울,1,1,1,1,96.01780897286594,0,0,0,0,1,0,0,0,0,0,0
22,6,2020-07,서울,1,1,1,1,81.774146844314,0,0,0,0,0,1,0,0,0,0,0
22,7,2020-08,서울,1,1,1,1,92.24342610434701,0,0,0,0,0,0,1,0,0,0,0
22,8,2020-09,서울,1,1,1,1,87.31538082807474,0,0,0,0,0,0,0,1,0,0,0
22,9,2020-10,서울,1,1,1,1,82.85789321432246,0,0,0,0,0,0,0,0,1,0,0
22,10,2020-11,서울,1,1,1,1,100.95559280184045,0,0,0,0,0,0,0,0,0,1,0
